id,zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_std,Frec_Fund,Intens,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,category
025ca537,0.009587328053355566,0.12304449462448236,3.281901022625513,0.11556777914270161,0.19531009211751926,0.06139028057302216,0.002525416091872397,0.0125,-24.86638315820611,3.510258014481395,1.3641093438691205,0.3330829619881141,0.09241932101452657,-0.09370860450133162,-0.12496532962932752,-0.04184668976104118,-0.05764838348969649,0.052024914044102234,0.06993170548699774,0.06798226796109882,0.10224095421662409,0.0041622873669112746,0.00024239413912554707,0.006185372595931483,0.0021719587283472236,0.006601635541088962,0.004188846354576576,0.06048570791454022,5.969781816767612e-05,0.011864893666846732,0.1368639763791505,0.009664473640578096,0.0003711866054964347,0.040142013811634514,153.95786852544714,72.48576366274833,23.334806509965535,0.0037168992326592565,2.440285886735497e-05,0.0019784493733864426,0.002105977684989007,0.024113446542486615,0.20899664145909286,0.013284642722375218,0.013481590609407236,0.017002488129314028,1
03cf7ff8,0.009587328053355566,0.12991125707623197,3.3142249634626677,0.09841285824870907,0.19475763835624793,0.017844065847582365,0.0031207764924143042,0.0175,-24.216910837280338,3.6702888956483752,0.42934150251787995,-0.06082537194416509,-0.2698511705154325,-0.25075229753675005,-0.045656255115525096,-0.08567075936673413,-0.22721466728835332,-0.45970405553839155,-0.663806799594555,-0.6303372888400895,-0.4444655045825575,0.012003476789105898,0.007033831686843586,0.2328053366111228,0.03261005030017393,0.006672106133320942,0.002591820078646435,0.0029393616087582007,9.097562317255798e-05,0.0009941252670507882,0.0017340441817973785,0.003329006062189139,0.0005921776867755747,0.06309394122338693,225.5178366678254,68.8132736321908,26.33922805591817,0.006390628522086761,2.8360409440188642e-05,0.003916864976994211,0.0036296005475311443,0.03659849048652662,0.3150024457415739,0.02214915613199368,0.020328488678761938,0.023001251079760653,0
048c0a3b,0.02626094205919133,0.14014852751478638,3.311322108398363,0.11832178597928494,0.19347450641969585,0.1446302462055372,0.002268687557768721,0.019166666666666665,-23.154571900249124,3.2226237460938973,0.2660816167025327,-0.8688631480134461,-0.14782505041998464,-0.2793560193979977,0.14976513854710843,-0.04687347373828506,-0.15071388865160748,-0.27594569437442834,-0.7743798529846944,-0.59175113707714,-0.5757282355510294,0.007128781282298651,0.007448192185103773,0.07835224639444104,0.03815933875583999,0.005504027448231001,0.002058188380196332,0.0020772750259901336,0.000224986011143614,0.0024000778481230384,0.0013394202185996297,0.002263396419611936,0.000982165446082423,0.02547666513369354,228.52246157931384,78.83801840236467,28.0194406520166,0.0017076135041734183,7.381313715543224e-06,0.0007478108445730345,0.0008191132537296279,0.0165423594493048,0.14356076769939488,0.007199496509369653,0.008700109517270644,0.014379458765972547,0
059bf68f,0.03772405168820342,0.0041621046265075574,3.1721399725879436,0.12695454813208124,0.15796936039778475,0.1377055756985159,0.001958832263098752,0.015833333333333335,-28.52229780067871,3.2095190088206023,0.8926994375091005,-0.3686096054965833,-0.48334654631061374,-0.39996097909005895,-0.6929691391945313,-0.022358380199664817,-0.40218357090990803,0.1806591406776754,-0.12326060951681095,0.028687079069155064,-0.004094358716977865,0.002690935876366915,0.002765172790234784,0.09695711054172909,0.0023726513316872045,0.003126427798656084,0.0025687241083156846,0.00548543379232248,0.00011669643995946392,0.028681429053665372,0.0038240361998078372,0.0028672062439966707,0.0011252356893422194,0.03408316781507571,109.72102232167339,43.37478933094644,13.882747679735443,0.008768809982788325,7.932384063453526e-05,0.005234281405191174,0.005286909428742308,0.10183173978257395,0.8701172575129941,0.05674215889685788,0.06390265280497177,0.07368954955543666,1
0ca3237d,0.03959983326385994,0.006488852574311607,3.315826168467186,0.11479671475677192,0.1607593952155402,0.3506616461442657,0.0019502409923006017,0.028333333333333332,-27.03012261715521,2.7472435176007366,1.1172185023485752,-0.8281213884887836,0.3680023964294481,-0.5297009764865266,0.18195305824100055,-0.2959322897423284,0.10244636458044915,-0.0714922447269988,-0.03136831125723043,-0.19366316657211696,-0.6869336781822619,0.17187129320307876,0.0006629299119456206,0.00818681294532014,0.002475178131960126,0.002089233129601762,0.0030818512922243645,0.003576782174217902,0.00025401186982101063,0.0008527963751585011,0.0049118446376022855,0.02846610049136441,0.02193339412799087,0.04726071149344425,195.30080037386614,61.80638764328032,17.582654843589935,0.003992256038833242,2.0628563983214235e-05,0.002314854302189042,0.002383206223006503,0.05411162027949713,0.47027118259011425,0.029059924779880182,0.028642576069183738,0.03752793221870115,0
12315ba4,0.03042934556065027,0.009437737483355505,3.3047251172480827,0.11002419947134232,0.1551125856666935,0.4117516574772827,0.0018757319490974875,0.025833333333333333,-26.336695298475895,2.5436202521606277,0.43988229819451663,-1.0145005019838385,-0.07780691799930152,-0.5840871135542509,-0.20304159628344656,-0.9118363348524978,-0.40359098857127185,-0.054422241752325996,0.4495775574714338,0.5233584353609089,0.061699686603770364,0.0014822019861159036,0.0006596987993279619,0.002091215896544348,0.002116333082169923,0.004164972168073957,0.010810508263215918,0.14522705639776068,0.0015808994132089646,0.045186831716915454,0.003239594942809218,0.0023011895251273187,0.0010863384234114743,0.0413171401165599,308.5817223620278,67.67598591647334,19.865474217546268,0.002943915297487121,9.542714074610671e-06,0.0016423053064453918,0.0017598500826415454,0.04303133131465203,0.37819737127443265,0.02079204504065032,0.02762216235829082,0.03567876396652302,0
1e3aad34,0.02042517715714881,0.006883399672528829,3.320455624670514,0.12690671231950978,0.20294408185946514,0.2873414048332469,0.0014999125834643063,0.015833333333333335,-27.438349981995913,3.0011191663784706,1.1656927045095116,0.014072512806773515,0.3250552862439472,-0.17419872629101618,0.023456193262663655,-0.10334234756458374,-0.19727799373741572,-0.0311906779232643,-0.3229406560925607,-0.09829625410274243,-0.5439170884831005,0.19089268885104177,0.00027091111105371736,0.015785250485253775,0.004982176524981306,0.003866367386974425,0.002583882226807957,0.005951268276253297,0.00021375156837342507,0.0006594945053568322,0.007503308057189698,0.05011081717874289,0.0017085453866953532,0.05251839555972979,193.07099221063874,62.13877237930947,25.636203089519228,0.0015177136126130497,7.837832925250113e-06,0.000794676927506934,0.0008364526209790054,0.026631082184200704,0.23038261901109336,0.016214159685181723,0.013672876169608977,0.017427783044490015,0
2309f522,0.022926219258024176,0.004760275336002426,3.2687892216647785,0.0866855588835671,0.15125245004347623,0.2440884187155969,0.002540245833483338,0.021666666666666667,-26.243061730266266,2.450505319555753,0.922165942426545,-0.28512187294217617,0.08273866012303305,-0.4899251929568068,0.05455885174465318,-0.10228241906370474,-0.08793847811424588,0.35469724138508624,-0.12557453384568978,0.23368965874053174,-0.17916594561179164,0.006600024713540705,0.0006472075523635158,0.006864223585779589,0.0028186807344809167,0.003837079345396708,0.0018216672420930276,0.007923176662112267,0.00030409256568738707,0.005450704662893764,0.034504505600187856,0.056402118069788294,0.0014008213764550798,0.017280442676459378,147.41347244268968,55.975422559735826,10.965427105966498,0.005243279134063724,4.324785155657524e-05,0.002762468676254201,0.0029833168297314335,0.13838185578048207,1.2212697238167871,0.0766638841191766,0.0830092315629486,0.09178047171749348,0
30150910,0.013338891204668612,0.07470724477232996,3.2672317527000874,0.09499285803195526,0.17766336506765815,0.07111306782166205,0.0021163694181854094,0.015833333333333335,-24.63661000374546,3.4776349236868214,1.3648918816092728,0.008493864354478048,0.06585439781945392,-0.34197109118744645,-0.017269560313818075,-0.23224044914045477,0.348099897609765,-0.07522646928331883,0.42463436034249324,-0.05509341960212587,0.19647404150113706,0.002190133021863353,0.0003022427122252007,0.009830757960309985,0.024456483796568635,0.13866429130492844,0.004329176592050782,0.017479610262164064,8.598420683461306e-05,0.0009686920126968819,0.0064888860762799426,0.03227253542982603,0.0012994800149098546,0.041165705398908854,125.69089264292825,74.84759935711253,22.494782240993043,0.0034609464694434293,2.764309919499096e-05,0.0016662535293544213,0.0019504826041660474,0.030211592850316146,0.26729419642187713,0.014048532004389745,0.01669746546405064,0.02913818880383074,1
3383145a,0.011463109629012088,0.0700413099706245,3.2978889278539008,0.10070127156717784,0.18004353116277455,0.07492784401654626,0.0026861894127236255,0.015,-24.461334930330015,3.552940324977415,1.0035324129253569,-0.12074963588143911,0.05383715313599579,-0.30974434932800143,0.03033636672423504,-0.07843325691192513,0.061997735769622225,0.03417175297108685,-0.0812248344073433,0.12414975942595861,-0.13046486152369885,0.009697864948272333,0.0003011484032864709,0.006809488379497866,0.002514258288608844,0.003839671165250483,0.001461582431954087,0.009575748043947407,7.537777788040162e-05,0.0030142224286251445,0.04747253884447114,0.11655738806433838,0.0008446157325980163,0.032942953936465236,173.3602889726385,67.85349077809214,18.970561192356165,0.005950069059957904,3.415663616624826e-05,0.0032730899753088626,0.0037714571692086534,0.057989741418333116,0.5069547871356299,0.02953456432004425,0.04007558228740613,0.041534493271148845,0
