id,zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,chroma_std,Frec_Fund,Intens,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,category
025ca537,0.02379235883804044,0.10039908952788673,3.195628627714775,0.12225028129405344,0.1948298432096068,0.16708654525386418,0.003920792283931881,0.0308879781420765,-26.111822024027205,3.502342787194281,1.5154380606146223,0.22464211779135373,0.09219989299353529,-0.10657955438644773,-0.13057477138599363,-0.05555929937248516,-0.058904445951234445,0.051632980794118696,0.06406891340676411,0.06663451567715618,0.10268378263635479,0.005877114434784194,0.0004001105330114769,0.009700454305044964,0.004720714538729784,0.009614695839622265,0.008414206822665662,0.07139397125399036,0.00014307746883796574,0.017119086634631804,0.1119168789671887,0.010926844489697558,0.0007506768708974387,0.039097500195175335,141.9237616589542,66.35556055638529,19.714271734655345,0.011356248762226274,8.978996376627895e-05,0.005669014125700465,0.005698021287727572,0.044705678397847316,0.38861810750187825,0.02141567397374651,0.023095932949983564,0.024404560971314694,1
03cf7ff8,0.01753192618136345,0.12438525628127711,3.278975922600768,0.09969501123906727,0.18359945936148583,0.07064527151386046,0.004683629374866402,0.02536742424242424,-24.755014454301314,3.836055454028506,0.5563699570849641,-0.09755848825370295,-0.21204927682463176,-0.2875399099854875,-0.009312633638091676,-0.08443331060537641,-0.19850787016081667,-0.4527377600460316,-0.6306689214872746,-0.6198827471612912,-0.45000860253061864,0.012266260420821408,0.00828877527993685,0.2210185391651587,0.03624365366130872,0.007436691878915491,0.003251730077329168,0.007384306578937368,0.000144355714326919,0.001095963605125467,0.001971871261829745,0.004497659363372822,0.0006696923852762388,0.06127553147385109,225.8228037300009,66.8891826014014,25.118781798522495,0.007104160034353048,3.146835720866437e-05,0.004260397570892438,0.004098189682780308,0.03856352377348238,0.33382337045252686,0.022675505475131117,0.021661521394307593,0.02425094648203415,0
048c0a3b,0.02853713251890916,0.12809247313220254,3.260911069815057,0.11978005593694349,0.19078030059668047,0.160014490607034,0.00324944166517885,0.019491701244813277,-24.173199838695215,3.264181453776842,0.2670366486255353,-0.8466674309441411,-0.10559614588556877,-0.3110633149499568,0.12481261239153489,-0.060705498892824374,-0.15887225629613722,-0.2538127840847131,-0.7481930750091149,-0.5664825749658691,-0.5683935678519928,0.016419885131826323,0.017726021908087253,0.08277861745330033,0.04073565908552265,0.006167383144493939,0.0023522457006969924,0.006231871992262684,0.00040123080422075697,0.0031950338868120794,0.002205018217293642,0.005907858027801916,0.0014345689450138714,0.027451462476660277,222.8976250417764,75.45149142941206,25.48840208656584,0.005766454970033856,3.721560579449966e-05,0.0026199008801616403,0.0014963215424009298,0.03193173776835094,0.2805476660736908,0.008342507954542847,0.010307599336142172,0.019067131912545693,0
059bf68f,0.07672111581264376,0.007694297510081968,3.1477469521538075,0.1354659793795604,0.1570819843135733,0.5177865447459272,0.0026899902472316624,0.11592925659472421,-29.192971100903254,2.6983398470875617,0.8840826014495242,-0.4410160417945929,-0.4891921633987295,-0.3820935587463566,-0.6636601437115739,0.008188328981702872,-0.3555364538723553,0.16868612654061177,-0.13317314112807527,0.0089082367238308,0.018653705918356776,0.004082085947678644,0.008112874994076638,0.10989868735403481,0.00757373638425675,0.005391649075074612,0.0051726341963775286,0.010945071416065301,0.00038925601755311645,0.03929079168118202,0.004964745333175704,0.003596306273811614,0.0017445114143581953,0.03457149769305713,111.55465871730514,39.19296777120898,10.961005803881745,0.011082719244834317,9.55223969066265e-05,0.006474104499508436,0.006359527917308726,0.10567223322877624,0.9161512930168356,0.058463509391361176,0.06670082962649906,0.07645217857570576,1
0ca3237d,0.04103673004777631,0.02858247443663264,3.2675309922943727,0.11436341750402611,0.16454881435949836,0.4225314681928993,0.0027295889190357436,0.06290064102564102,-26.88007414167053,2.788068189929933,1.0565419898020258,-0.8579489536592162,0.385641461063596,-0.5120219157046554,0.2007222284984018,-0.31227825513433227,0.10392887037367636,-0.05969479542544153,0.0029584044975547526,-0.19083675981727272,-0.6530679339387203,0.15557394128230018,0.0010551804562117114,0.01084974793319815,0.003462261253429851,0.0029630792030926364,0.004736567006393688,0.005547234566074997,0.0011609528428115174,0.0016437856571387803,0.007833171423007889,0.046141804822814984,0.02083533434757153,0.0463216228100451,183.6647966717243,63.096030597087655,16.282968110765037,0.009980132295261915,5.412755452906533e-05,0.0056090768630001064,0.00632081150376516,0.07418286151637649,0.6423688952171018,0.03704779215534259,0.04151061733024349,0.050854227015475394,0
12315ba4,0.03652811687409436,0.031730134485967745,3.2629281034879885,0.11080441228104503,0.15569906229410668,0.4687877577550409,0.002352661239991263,0.07017526455026456,-26.650493409801808,2.5326969623203106,0.4531484942817498,-1.0659533388033424,-0.007004894907693409,-0.5296656777385613,-0.1894619131260597,-0.8959416074424055,-0.3998736574506357,-0.06183466913812896,0.46232483145369185,0.4975561429963682,0.0629952857691312,0.0029954716072042127,0.0011163642933078673,0.0032364013745836387,0.002470216586979038,0.0051769095881609405,0.01115390175924923,0.1277287899488293,0.002815408375740988,0.058190854752964885,0.0037407838720911134,0.002906528418757478,0.0013737839156124903,0.0399731411545007,308.5658307491095,66.60662962081949,18.83452810603789,0.005261321220927672,1.7337579598623094e-05,0.0030611071140910695,0.0029022188836885926,0.05342427902517875,0.4585952688640148,0.025942740184614916,0.03185726111341275,0.03994478041589989,0
1e3aad34,0.04292224432472743,0.03770353624562895,3.279040728344755,0.14412908302416264,0.2059459653680598,0.3810045474135467,0.0020526824756618707,0.05322784810126582,-28.209614668972936,2.951476414094029,1.1126029366659629,-0.06773574457961432,0.3307616046850062,-0.12645696678323431,0.018540113134042666,-0.11602189386995222,-0.1867728054401174,-0.026769387303830713,-0.30995723851190465,-0.09505222893793633,-0.43943785160064075,0.16792320356440835,0.0007113139864291108,0.016550953414919932,0.005828147715764156,0.006440354514378727,0.003778416463548623,0.010569365623404664,0.0009773207392119784,0.0010244160040062918,0.007719246419988231,0.05150277167612196,0.0026349065248046375,0.048171714942581774,188.62741003379963,59.48308163694118,22.982506287705743,0.002779473761652654,1.4411360714965569e-05,0.0014888141634913784,0.0015460180219601558,0.030018475865392764,0.2613038650757029,0.017443388939411976,0.01573351134597968,0.018265800758741436,0
2309f522,0.024218189724142407,0.00968644359169142,3.246901403623872,0.08888852686967288,0.14800143828041282,0.2925522193448907,0.003555817052231259,0.035964665415884924,-26.203022484235273,2.4560609063335086,0.9361835442914155,-0.3099366434067326,0.072094163864516,-0.4972269410303753,0.0496349303629991,-0.10554750382676693,-0.09151931020718274,0.3547485547145307,-0.12567686271439835,0.23928608346957947,-0.18489632503131445,0.007720276347361658,0.0008884113238720318,0.008351343393325772,0.0035489317636848905,0.004792049610911291,0.0024257558560726055,0.00919743527322522,0.0003859685830769641,0.007640269622831259,0.037492510313614946,0.0643119535656871,0.002306824746972145,0.019830502989706445,130.06156654418146,56.44969260040275,11.395675684874519,0.007205716690595832,5.318940934019965e-05,0.0041434861927211785,0.004468012872817286,0.14061041309649927,1.2379185316384105,0.07583461629729311,0.08796165183953195,0.10340114915589338,0
30150910,0.024310664918950498,0.07322792717709826,3.2413133118814867,0.11154634511740966,0.18301981426633307,0.14149300853823601,0.0034589091957120286,0.03305220883534137,-25.845237741705688,3.456636002844702,1.411544371597249,-0.034854295003555275,0.055522427324022565,-0.3417357103885319,-0.007575738285889008,-0.22430890084846777,0.3685795458627338,-0.08341817993903528,0.4133053014825552,-0.06721810851326697,0.1884814680573971,0.0026897611027824316,0.0005660553423188651,0.011595861615424323,0.030538170995771583,0.13964501934591686,0.005288251425121215,0.0247015181940457,0.000172304888144731,0.0015308244162046568,0.025606390466576458,0.032724714630344175,0.001789117129375608,0.043883085178238655,124.81275752624715,71.12378935097966,21.553875824142377,0.006914237837655669,6.990193550790199e-05,0.00218724867236807,0.0026035102112357427,0.039865246560764935,0.34602219084256197,0.019497772689215286,0.021374135769180864,0.03246024853807278,1
3383145a,0.02048254050808632,0.06916199558243225,3.2206440036547703,0.108822355329827,0.18094122640235902,0.13632884294791803,0.0033894603978081995,0.024965596330275223,-24.63051131434291,3.4089798308370423,1.0064830819551558,-0.13100880181305308,0.05463940960442385,-0.325039313769667,0.044878961636685664,-0.07732676989746523,0.04508602573152694,0.04518348208152847,-0.07981929123371968,0.1260033449577301,-0.12248069308624862,0.009689646481793572,0.0009086544076443246,0.009379365138668232,0.003462277672804362,0.004498969219181764,0.00289298390812377,0.01332163191900033,0.00032862883957002746,0.008279516764294136,0.046444862742285396,0.1032039906459365,0.0013050106839812637,0.03168125768473451,169.97014359898762,66.34562914702852,17.678979304815545,0.00664374523356525,4.3263082157265355e-05,0.0037862011178993174,0.004026385479737312,0.0616603815768843,0.5383785193521448,0.032054460386422304,0.04260817415199978,0.04379151090790759,0
